text,dep,pos,head_text,head_pos,head_dep,next_verb,entity_label,frequency_in_doc,sentence_loc,sentence_num,label
June,pobj,PROPN,on,ADP,prep,made,nonent,5,20,1,none
he,nsubj,PRON,desire,VERB,advcl,desire,nonent,35,23,1,none
other Crazy Eddie shareholders,pobj,NOUN,with,ADP,prep,communicate,nonent,1,29,1,none
the affairs,pobj,NOUN,regarding,VERB,prep,regarding,nonent,1,-1,1,none
the company,pobj,NOUN,of,ADP,prep,regarding,nonent,6,-1,1,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,3,3,0,none
61.5 mln dlrs,pobj,NOUN,for,ADP,prep,purchase,MONEY,1,20,0,none
cash,pobj,NOUN,in,ADP,prep,purchase,nonent,1,24,0,none
assumptrion,conj,NOUN,cash,NOUN,pobj,purchase,nonent,1,26,0,none
certain liabilities,pobj,NOUN,of,ADP,prep,purchase,nonent,1,-1,0,none
Western Kentucky Gas Co,dobj,PROPN,purchase,VERB,xcomp,purchase,ORG,1,10,0,acquired
Kentucky,compound,PROPN,Co,PROPN,dobj,purchase,nonent,3,11,0,acqloc
61.5 mln dlrs,pobj,NOUN,for,ADP,prep,purchase,MONEY,1,20,0,drlamt
Energas Co,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Texas American Energy Corp,pobj,PROPN,from,ADP,prep,purchase,ORG,1,15,0,seller
agreed in principle,pobj,NOUN,in,ADP,prep,agreed,nonent,1,5,0,status
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,5,3,0,none
a merger,pobj,NOUN,to,ADP,prep,agreed,nonent,1,6,0,none
its wholly-owned subsidiary,pobj,NOUN,with,ADP,prep,owned,nonent,1,-1,0,none
Unicoa Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
United Insurance Co of America,appos,PROPN,subsidiary,NOUN,pobj,owned,ORG,1,12,0,purchaser
agreed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,4,0,status
the agreement,pobj,NOUN,Under,ADP,prep,converted,nonent,1,-1,1,none
each outstanding share,nsubjpass,NOUN,converted,VERB,ROOT,converted,nonent,1,3,1,none
Unicoa common stock,pobj,NOUN,of,ADP,prep,converted,nonent,1,7,1,none
one share,pobj,NOUN,into,ADP,prep,converted,nonent,1,14,1,none
United common stock,pobj,NOUN,of,ADP,prep,converted,nonent,1,-1,1,none
A group,nsubj,NOUN,told,VERB,ROOT,told,nonent,1,0,0,none
companies,pobj,NOUN,of,ADP,prep,controlled,nonent,1,3,0,none
government authorities,dobj,NOUN,told,VERB,ROOT,told,nonent,1,10,0,none
it,nsubj,PRON,support,VERB,ccomp,support,nonent,19,12,0,none
a buyout,dobj,NOUN,support,VERB,ccomp,support,nonent,1,15,0,none
a way,pobj,NOUN,as,ADP,prep,maximize,nonent,1,21,0,none
the value,dobj,NOUN,maximize,VERB,relcl,maximize,nonent,2,25,0,none
the company's stock,pobj,NOUN,of,ADP,prep,maximize,nonent,1,-1,0,none
"CARDIS CORP"" / ""Cardis Corp",pobj,PROPN,of,ADP,prep,support,nonent,0,18,0,acquired
Brookehill Partners Inc,pobj,PROPN,by,ADP,agent,controlled,ORG,1,6,0,purchaser
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,9,5,0,none
substantially all its assets,dobj,NOUN,sell,VERB,xcomp,sell,nonent,1,11,0,none
cash,pobj,NOUN,in,ADP,prep,sell,nonent,2,21,0,none
notes,conj,NOUN,cash,NOUN,pobj,sell,nonent,2,23,0,none
limited profit participation,conj,NOUN,dlrs,NOUN,pobj,sell,nonent,1,-1,0,none
Universal Communication Systems Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
79 mln dlrs,pobj,NOUN,for,ADP,prep,sell,nonent,1,17,0,drlamt
tentatively agreed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,7,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,2,0,1,none
the terms,nsubjpass,NOUN,approved,VERB,ccomp,approved,nonent,1,3,1,none
the sale,pobj,NOUN,of,ADP,prep,approved,nonent,1,6,1,none
its board,pobj,NOUN,by,ADP,prep,approved,nonent,1,12,1,none
Prime Motor Inns Inc,pobj,PROPN,by,ADP,conj,approved,ORG,1,16,1,none
owner,appos,NOUN,Inc,PROPN,pobj,approved,nonent,1,21,1,none
about 84 pct,pobj,NOUN,of,ADP,prep,approved,PERCENT,1,23,1,none
Universal's outstanding stock,pobj,NOUN,of,ADP,prep,approved,nonent,1,-1,1,none
it,nsubj,PRON,terminated,VERB,ccomp,terminated,nonent,4,4,0,none
takeover discussions,dobj,NOUN,terminated,VERB,ccomp,terminated,nonent,1,6,0,none
a U.S.-based investors group,pobj,NOUN,with,ADP,prep,terminated,nonent,1,9,0,none
the group,nsubj,NOUN,was,AUX,advcl,terminated,nonent,2,14,0,none
access,dobj,NOUN,establish,VERB,xcomp,establish,nonent,1,20,0,none
funds,pobj,NOUN,to,ADP,prep,complete,nonent,1,22,0,none
the proposed transactions,dobj,NOUN,complete,VERB,relcl,complete,nonent,1,-1,0,none
previous assurances,pobj,NOUN,to,ADP,prep,establish,nonent,1,-1,0,none
TecSyn International Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
U.S.-based investors group,pobj,NOUN,with,ADP,prep,terminated,nonent,1,10,0,purchaser
terminated,ccomp,VERB,said,VERB,ROOT,said,nonent,1,5,0,status
it,nsubj,PRON,accepted,VERB,ccomp,accepted,nonent,4,3,1,none
its controlling shareholders,conj,NOUN,it,PRON,nsubj,controlling,nonent,1,5,1,none
principle,pobj,NOUN,in,ADP,prep,accepted,nonent,1,10,1,none
a proposal,dobj,NOUN,accepted,VERB,ccomp,accepted,nonent,1,11,1,none
the group,pobj,NOUN,from,ADP,prep,accepted,nonent,2,14,1,none
nine dlrs,dobj,NOUN,offer,VERB,acl,offer,MONEY,1,18,1,none
70 pct,pobj,NOUN,for,ADP,prep,offer,PERCENT,1,23,1,none
TecSyn's outstanding shares,pobj,NOUN,of,ADP,prep,offer,nonent,1,-1,1,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,8,7,0,none
all,dobj,PRON,buy,VERB,xcomp,buy,nonent,1,11,0,none
the capital stock,pobj,NOUN,of,ADP,prep,buy,nonent,1,13,0,none
Kraft Inc's wholly owned subsidiary,pobj,NOUN,of,ADP,prep,owned,nonent,1,17,0,none
D and K Financial Corp,appos,PROPN,subsidiary,NOUN,pobj,owned,nonent,1,22,0,acquired
GE Credit Corp,compound,PROPN,Corp,PROPN,nsubj,said,ORG,1,3,0,purchaser
agreed to buy,aux,PART,buy,VERB,xcomp,buy,nonent,1,8,0,status
Terms,nsubjpass,PROPN,disclosed,VERB,ROOT,disclosed,nonent,1,0,1,none
the acquisition,pobj,NOUN,of,ADP,prep,disclosed,nonent,2,2,1,none
The Sterling Grace Capital Management L.P. group,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,0,none
it,nsubj,PRON,is,AUX,ccomp,said,nonent,12,8,0,none
financing,nsubjpass,NOUN,arranged,VERB,ccomp,arranged,nonent,3,11,0,none
The Japan Fund's board,nsubj,NOUN,recommend,VERB,advcl,recommend,nonent,1,16,0,none
the group's acquisition proposal,dobj,NOUN,recommend,VERB,advcl,recommend,nonent,1,-1,0,none
Sterling Grace Capital Management L.P.,compound,PROPN,group,NOUN,nsubj,said,ORG,1,1,0,purchaser
The group,nsubj,NOUN,proposed,VERB,ROOT,includes,nonent,2,-1,1,none
which,nsubj,PRON,includes,VERB,relcl,includes,nonent,1,2,1,none
Anglo American Security Fund L.P.,dobj,PROPN,includes,VERB,relcl,includes,ORG,1,5,1,none
T.B. Pickens III,conj,PROPN,L.P.,PROPN,dobj,includes,ORG,1,-1,1,none
an entity,dobj,NOUN,proposed,VERB,ROOT,proposed,nonent,1,16,1,none
it,nsubj,PRON,controls,VERB,relcl,controls,nonent,12,18,1,none
cash,pobj,NOUN,for,ADP,prep,acquire,nonent,1,22,1,none
all the assets,dobj,NOUN,acquire,VERB,ccomp,acquire,nonent,1,23,1,none
95 pct,pobj,NOUN,for,ADP,prep,acquire,PERCENT,1,30,1,none
the fund's aggregate net asset value,pobj,NOUN,of,ADP,prep,acquire,nonent,1,-1,1,none
chairman Carl C. Icahn,nsubj,PROPN,withdrawn,VERB,ccomp,withdrawn,nonent,1,5,0,none
the TWA shares,dobj,NOUN,acquire,VERB,acl,acquire,nonent,1,15,0,none
he,nsubj,PRON,own,VERB,relcl,own,nonent,6,18,0,none
the deterioration,pobj,NOUN,due,ADV,prep,withdrawn,nonent,1,25,0,none
market conditions,pobj,NOUN,in,ADP,prep,withdrawn,nonent,1,-1,0,none
Trans World Airlines Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
Carl C. Icahn,nsubj,PROPN,withdrawn,VERB,ccomp,withdrawn,PERSON,1,6,0,purchaser
withdrawn his proposal,dobj,NOUN,withdrawn,VERB,ccomp,withdrawn,nonent,1,10,0,status
the proposal,pobj,NOUN,Under,ADP,prep,paid,nonent,1,1,1,none
each TWA share,pobj,NOUN,for,ADP,prep,paid,nonent,1,8,1,none
20 dlrs,dobj,NOUN,paid,VERB,ROOT,paid,MONEY,1,11,1,none
cash,pobj,NOUN,in,ADP,prep,paid,nonent,1,14,1,none
25 dlrs face amount,conj,NOUN,dlrs,NOUN,dobj,paid,nonent,1,16,1,none
12 pct subordinated debentures,pobj,NOUN,of,ADP,prep,subordinated,nonent,1,21,1,none
it,nsubj,PRON,reaffirmed,VERB,ccomp,reaffirmed,nonent,20,7,0,none
its offer,pobj,NOUN,of,ADP,prep,reaffirmed,nonent,1,12,0,none
the drop,pobj,NOUN,despite,SCONJ,prep,reaffirmed,nonent,3,19,0,none
Irving Bank Corp,pobj,PROPN,for,ADP,prep,reaffirmed,ORG,1,15,0,acquired
Bank of New York Corp,pobj,PROPN,of,ADP,prep,said,nonent,1,1,0,purchaser
reaffirmed the terms,det,DET,terms,NOUN,dobj,reaffirmed,nonent,1,8,0,status
The offer,nsubj,NOUN,stands,VERB,ccomp,stands,nonent,1,-1,1,none
we,nsubj,PRON,changed,VERB,ccomp,changed,nonent,6,4,1,none
our offer,dobj,NOUN,changed,VERB,ccomp,changed,nonent,1,-1,1,none
Bank of New York Corp,pobj,PROPN,of,ADP,prep,said,nonent,1,13,1,purchaser
a group,appos,NOUN,Partners,PROPN,nsubj,led,nonent,1,2,0,none
Asher Edelman,pobj,PROPN,by,ADP,agent,led,PERSON,1,-1,0,none
any problems,dobj,NOUN,see,VERB,ccomp,see,nonent,1,11,0,none
share,pobj,NOUN,per,ADP,prep,see,nonent,2,18,0,none
a Shearson Lehman official,nsubj,NOUN,said,VERB,ROOT,advising,nonent,1,23,0,none
the group,dobj,NOUN,advising,VERB,acl,advising,nonent,1,28,0,none
Telex Corp,pobj,PROPN,for,ADP,prep,see,ORG,1,-1,0,acquired
TLX Partners,nsubj,PROPN,see,VERB,ccomp,see,ORG,1,-1,0,purchaser
Several other takeover proposals,nsubj,NOUN,crumbled,VERB,ROOT,crumbled,nonent,1,0,1,none
declines,pobj,NOUN,following,VERB,prep,following,nonent,1,7,1,none
financial markets,pobj,NOUN,in,ADP,prep,following,nonent,1,-1,1,none
speculation,pobj,NOUN,to,ADP,prep,drop,nonent,1,13,1,none
Edelman,nsubj,PROPN,drop,VERB,acl,drop,nonent,3,15,1,none
his offer,dobj,NOUN,drop,VERB,acl,drop,nonent,1,-1,1,none
it,nsubj,PRON,acquire,VERB,ccomp,acquire,nonent,5,4,0,none
the three-branch Citizens Bank,dobj,PROPN,acquire,VERB,ccomp,acquire,nonent,1,7,0,none
a stock swap,pobj,NOUN,in,ADP,prep,acquire,nonent,1,-1,0,none
Citizens Bank of Roseville,dobj,PROPN,acquire,VERB,ccomp,acquire,ORG,1,9,0,acquired
First Commercial Bancorp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
will acquire,ccomp,VERB,said,VERB,ROOT,said,nonent,1,5,0,status
The value,nsubjpass,NOUN,based,VERB,ROOT,based,nonent,1,0,1,none
the agreement,pobj,NOUN,of,ADP,prep,based,nonent,2,3,1,none
Citizens' adjusted book value,pobj,NOUN,on,ADP,prep,adjusted,nonent,1,9,1,none
year end,pobj,NOUN,at,ADP,prep,adjusted,DATE,1,14,1,none
the trading price,conj,NOUN,value,NOUN,pobj,adjusted,nonent,1,17,1,none
First Commercial's stock,pobj,NOUN,of,ADP,prep,adjusted,nonent,1,-1,1,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,2,4,0,none
undisclosed terms,pobj,NOUN,for,ADP,prep,acquired,nonent,1,-1,0,none
Caledonian Airmotive Ltd,dobj,PROPN,acquired,VERB,ccomp,acquired,ORG,1,7,0,acquired
Ryder System Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
British Caledonian Group PLC,pobj,PROPN,from,ADP,prep,acquired,ORG,1,11,0,seller
acquired,ccomp,VERB,said,VERB,ROOT,said,nonent,1,6,0,status
repairs and rebuilds aircraft engines,dobj,NOUN,rebuilds,VERB,conj,rebuilds,nonent,1,-1,1,acqbus
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,2,3,0,none
a privately-held firm,dobj,NOUN,acquire,VERB,xcomp,acquire,nonent,1,10,0,none
tank-trailers,pobj,NOUN,for,ADP,prep,performs,nonent,1,19,0,none
"1,300,000 common shares",pobj,NOUN,for,ADP,prep,acquire,nonent,1,-1,0,none
firm that performs interior cleaning services for tank-trailers,dobj,NOUN,performs,VERB,relcl,performs,nonent,1,12,0,acquired
Allwaste Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
agreed in principle,pobj,NOUN,in,ADP,prep,agreed,nonent,1,5,0,status
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
the firm,nsubj,NOUN,earned,VERB,ccomp,name,nonent,1,-1,1,none
which,dobj,PRON,name,VERB,relcl,name,nonent,1,4,1,none
it,nsubj,PRON,name,VERB,relcl,name,nonent,2,5,1,none
"about 1,500,000 dlrs pretax",dobj,NOUN,earned,VERB,ccomp,earned,MONEY,1,10,1,none
the first nine mons,pobj,NOUN,for,ADP,prep,earned,nonent,1,15,1,none
it,nsubj,PRON,ended,VERB,ccomp,ended,nonent,22,4,0,none
the possible acquisition,pobj,NOUN,concerning,VERB,prep,concerning,nonent,1,14,0,none
Southern Pacific Transportation Co,compound,PROPN,Co,PROPN,compound,concerning,ORG,1,20,0,acquired
Henley Group Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
Sante Fe Southern Pacific Corp,pobj,PROPN,with,ADP,prep,ended,ORG,1,8,0,seller
ended talks,dobj,NOUN,ended,VERB,ccomp,ended,nonent,1,5,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
it,nsubj,PRON,reviewing,VERB,ccomp,reviewing,nonent,22,4,1,none
its investment,dobj,NOUN,reviewing,VERB,ccomp,reviewing,nonent,3,7,1,none
Santa Fe Southern Pacific,pobj,PROPN,in,ADP,prep,reviewing,ORG,1,10,1,none
light,pobj,NOUN,in,ADP,prep,reviewing,nonent,1,15,1,none
Sante Fe's announcement,pobj,NOUN,of,ADP,prep,recieved,nonent,1,17,1,none
it,nsubj,PRON,recieved,VERB,acl,recieved,nonent,22,4,1,none
several bids,dobj,NOUN,recieved,VERB,acl,recieved,nonent,1,23,1,none
750 mln dlrs,pobj,NOUN,from,ADP,prep,ranging,MONEY,1,27,1,none
more than one billion dlrs,pobj,NOUN,to,ADP,prep,ranging,MONEY,1,31,1,none
its Southern Pafific Transportation subsidiary,pobj,NOUN,for,ADP,prep,ranging,nonent,1,-1,1,none
M.A. Hanna Co,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,reached,VERB,ccomp,reached,nonent,6,4,0,none
a privately owned manufacturer,appos,NOUN,Consolidated,PROPN,dobj,owned,nonent,1,13,0,none
"PMS CONSOLIDATED"" / ""PMS Consolidated",dobj,PROPN,purchase,VERB,acl,purchase,nonent,0,-1,0,acquired
colorants for the plastics industry,pobj,NOUN,of,ADP,prep,owned,nonent,1,18,0,acqbus
definitive agreement,dobj,NOUN, ,SPACE,dep,purchase,nonent,1,7,0,status
M.A. Hanna,nsubj,PROPN,said,VERB,ROOT,said,nonent,2,0,1,none
the purchase,nsubjpass,NOUN,scheduled,VERB,ccomp,scheduled,nonent,1,-1,1,none
which,nsubj,PRON,is,AUX,relcl,scheduled,nonent,2,5,1,none
certain conditions,pobj,NOUN,to,ADP,prep,scheduled,nonent,1,-1,1,none
the end,pobj,NOUN,around,ADP,prep,close,nonent,1,16,1,none
October,pobj,PROPN,of,ADP,prep,close,nonent,1,-1,1,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,3,3,0,none
a shrimp packing plant,dobj,NOUN,acquired,VERB,ccomp,acquired,nonent,1,6,0,acquired
Ecuador,pobj,PROPN,in,ADP,prep,acquired,nonent,2,11,0,acqloc
undisclosed,amod,ADJ,terms,NOUN,pobj,acquired,nonent,1,13,0,drlamt
Baltek Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
acquired,ccomp,VERB,said,VERB,ROOT,said,nonent,1,5,0,status
it,nsubj,PRON,signed,VERB,ccomp,signed,nonent,8,4,0,none
a stock swap value,pobj,NOUN,in,ADP,prep,based,nonent,1,17,0,none
October 16 closing prices,pobj,NOUN,on,ADP,prep,based,nonent,1,-1,0,none
Hal Roach Studios Inc,conj,PROPN,it,PRON,nsubj,signed,ORG,1,6,0,acquired
115 mln dlrs,pobj,NOUN,at,ADP,prep,based,MONEY,1,-1,0,drlamt
Robert Halmi Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,2,0,0,purchaser
definitive agreement,dobj,NOUN,signed,VERB,ccomp,signed,nonent,2,12,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,5,0,1,none
the agreement,nsubj,NOUN,calls,VERB,ccomp,calls,nonent,1,3,1,none
the holders,nsubj,NOUN,exchange,VERB,advcl,exchange,nonent,1,7,1,none
common stock,pobj,NOUN,of,ADP,prep,exchange,nonent,2,10,1,none
their shares,dobj,NOUN,exchange,VERB,advcl,exchange,nonent,2,17,1,none
a one-for-one basis,pobj,NOUN,on,ADP,prep,exchange,nonent,1,20,1,none
shares,pobj,NOUN,for,ADP,prep,exchange,nonent,4,18,1,none
the combined company,pobj,NOUN,in,ADP,prep,exchange,nonent,2,-1,1,none
Perkin-Elmer Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,4,3,0,none
a high technology concern,appos,NOUN,Physik,PROPN,dobj,specializing,nonent,1,13,0,none
Atomika Technische Physik,dobj,PROPN,acquired,VERB,ccomp,acquired,ORG,1,-1,0,acquired
surface science instruments,pobj,NOUN,in,ADP,prep,specializing,nonent,1,-1,0,acqbus
"Munich, West Germany",pobj,PROPN,in,ADP,prep,based,nonent,1,-1,0,acqloc
Perkin-Elmer Corp,punct,PROPN,Corp,PROPN,nsubj,said,ORG,1,0,0,purchaser
acquired,ROOT,VERB,said,VERB,ROOT,acquired,nonent,1,4,0,status
Terms,nsubjpass,PROPN,disclosed,VERB,ROOT,disclosed,nonent,1,0,1,none
the acquisition,pobj,NOUN,of,ADP,prep,disclosed,nonent,1,2,1,none
it,nsubj,PRON,reached,VERB,ccomp,reached,nonent,3,3,0,none
an agreement,dobj,NOUN,reached,VERB,ccomp,reached,nonent,1,5,0,none
the acquisition,dobj,NOUN,covering,VERB,acl,covering,nonent,1,10,0,none
the company,pobj,NOUN,of,ADP,prep,covering,nonent,1,13,0,none
privately-held Calmark Financial Corp.,pobj,PROPN,by,ADP,prep,held,nonent,1,16,0,none
Northview Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
agreement in principal,pobj,NOUN,in,ADP,prep,reached,nonent,1,6,0,status
The agreement,nsubj,NOUN,calls,VERB,ROOT,calls,nonent,1,0,1,none
a self-tender offer,dobj,NOUN,make,VERB,advcl,make,nonent,1,7,1,none
all,pobj,PRON,for,ADP,prep,make,nonent,2,11,1,none
its outstanding stock,pobj,NOUN,of,ADP,prep,make,nonent,1,13,1,none
a price,pobj,NOUN,at,ADP,prep,make,nonent,1,17,1,none
22 dlrs,pobj,NOUN,of,ADP,prep,make,MONEY,1,20,1,none
share,pobj,NOUN,per,ADP,prep,make,nonent,1,23,1,none
cash,pobj,NOUN,in,ADP,prep,make,nonent,1,-1,1,none
A group,nsubj,NOUN,said,VERB,ROOT,led,nonent,1,0,0,none
firms,pobj,NOUN,of,ADP,prep,led,nonent,1,3,0,none
Hong Kong-based Industrial Equity (Pacific) Ltd,pobj,PROPN,by,ADP,agent,based,nonent,1,-1,0,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,22,13,0,none
"969,515 shares",dobj,NOUN,acquired,VERB,ccomp,acquired,nonent,1,15,0,none
5.4 pct,conj,NOUN,shares,NOUN,dobj,acquired,PERCENT,2,24,0,none
the company's common stock,pobj,NOUN,of,ADP,prep,acquired,nonent,1,27,0,none
Triton Oil Corp,nummod,PROPN,shares,NOUN,dobj,acquired,ORG,1,18,0,acquired
acquired,punct,PUNCT,Ltd,PROPN,pobj,based,nonent,2,14,0,status
which,nsubjpass,PRON,controlled,VERB,relcl,controlled,nonent,2,3,1,none
Brierley Investments Ltd,pobj,PROPN,by,ADP,agent,controlled,ORG,1,7,1,none
which,nsubj,PRON,applied,VERB,conj,applied,nonent,2,3,1,none
U.S. antitrust regulators,pobj,NOUN,with,ADP,prep,applied,nonent,1,15,1,none
up to 50 pct,dobj,NOUN,buy,VERB,xcomp,buy,PERCENT,2,20,1,none
Triton's common stock,pobj,NOUN,of,ADP,prep,buy,nonent,1,-1,1,none
the current 5.4 pct stake,nsubjpass,NOUN,acquired,VERB,ccomp,acquired,nonent,1,29,1,none
investment purposes,pobj,NOUN,for,ADP,prep,acquired,nonent,1,-1,1,none
Industrial Equity (Pacific) Ltd,nsubj,PROPN,said,VERB,ROOT,controlled,ORG,1,0,1,purchaser
acquired,ROOT,VERB,said,VERB,ROOT,acquired,nonent,2,35,1,status
the privately owned Portland company,nsubj,NOUN,said,VERB,ROOT,owned,nonent,1,18,0,none
plant,case,PART,Corp,PROPN,poss,purchased,nonent,2,3,0,acquired
"Napa, Calif",pobj,PROPN,in,ADP,prep,purchased,nonent,1,-1,0,acqloc
16 mln dlrs,pobj,NOUN,for,ADP,prep,purchased,MONEY,1,-1,0,drlamt
Oregon Steel Mills,pobj,PROPN,by,ADP,agent,purchased,ORG,1,11,0,purchaser
purchased,punct,PUNCT,Napa,PROPN,pobj,purchased,nonent,1,9,0,status
The transaction,nsubjpass,NOUN,approved,VERB,ROOT,approved,nonent,1,0,1,none
the U.S. bankruptcy judge,pobj,NOUN,by,ADP,agent,hearing,nonent,1,5,1,none
Denver,pobj,PROPN,in,ADP,prep,hearing,GPE,1,10,1,none
who,nsubj,PRON,hearing,VERB,relcl,hearing,nonent,1,11,1,none
Kaiser Steel's Chapter 11 reorganization case,dobj,NOUN,hearing,VERB,relcl,hearing,nonent,1,-1,1,none
a new company,nsubj,NOUN,begin,VERB,ccomp,begin,nonent,1,4,0,none
October,pobj,PROPN,by,ADP,prep,begin,nonent,1,14,0,none
all,dobj,PRON,acquire,VERB,advcl,acquire,nonent,3,18,0,none
16 dlrs,pobj,NOUN,for,ADP,prep,acquire,MONEY,2,24,0,none
IDC Services Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
begin a cash tender offer,dobj,NOUN,begin,VERB,ccomp,begin,nonent,1,8,0,status
its board,nsubj,NOUN,approved,VERB,ccomp,approved,nonent,1,4,0,none
a second major step,dobj,NOUN,approved,VERB,ccomp,approved,nonent,1,7,0,none
the reorganization,pobj,NOUN,in,ADP,prep,approved,nonent,1,12,0,none
restructuring,conj,NOUN,reorganization,NOUN,pobj,approved,nonent,1,15,0,none
the company,pobj,NOUN,of,ADP,prep,approved,nonent,3,-1,0,none
IC Industries Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
the plan,dobj,NOUN,implement,VERB,advcl,implement,nonent,1,2,1,none
its strategic focus,dobj,NOUN,sharpening,VERB,pcomp,sharpening,nonent,1,6,1,none
consumer goods,pobj,NOUN,on,ADP,prep,sharpening,nonent,2,10,1,none
services,conj,NOUN,goods,NOUN,pobj,sharpening,nonent,2,-1,1,none
the company,nsubj,NOUN,give,VERB,ccomp,give,nonent,3,14,1,none
serious consideration,dobj,NOUN,give,VERB,ccomp,give,nonent,1,18,1,none
the sale,pobj,NOUN,to,ADP,dative,give,nonent,1,21,1,none
it,nsubj,PRON,realize,VERB,advcl,realize,nonent,9,33,1,none
a price,dobj,NOUN,realize,VERB,advcl,realize,nonent,1,36,1,none
which,nsubj,PRON,return,VERB,relcl,return,nonent,1,38,1,none
maximum value,dobj,NOUN,return,VERB,relcl,return,nonent,1,41,1,none
shareholders,pobj,NOUN,to,ADP,prep,return,nonent,2,-1,1,none
operating income,dobj,NOUN,had,VERB,ROOT,had,nonent,1,50,1,none
118.1 mln dlrs,pobj,NOUN,of,ADP,prep,had,MONEY,1,53,1,none
sales,pobj,NOUN,on,ADP,prep,had,nonent,1,57,1,none
900.5 mln dlrs,pobj,NOUN,of,ADP,prep,had,MONEY,1,-1,1,none
Pneumo Abex,nsubj,PROPN,had,VERB,ROOT,had,ORG,2,47,1,acquired
aerospace and defense,poss,PRON,company,NOUN,appos,give,nonent,1,28,1,acqbus
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,5,4,0,none
the sale,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,7,0,none
the holding company,appos,NOUN,Finanziaria,PROPN,pobj,holding,nonent,1,18,0,none
the Ferruzzi group,pobj,NOUN,for,ADP,prep,holding,nonent,1,22,0,none
Ravenna,pobj,PROPN,of,ADP,prep,holding,GPE,1,-1,0,none
Italy,appos,PROPN,Ravenna,PROPN,pobj,holding,GPE,1,-1,0,none
Cental Soya Co Inc,pobj,PROPN,of,ADP,prep,completed,ORG,1,10,0,acquired
Ferruzzi Agricola Finanziaria,pobj,PROPN,to,ADP,prep,holding,ORG,1,15,0,purchaser
Shamrock Capital LP,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
completed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,6,0,status
a limited partnership,attr,NOUN,is,AUX,ROOT,limited,nonent,1,3,1,none
Shamrock Holdings Inc,pobj,PROPN,by,ADP,agent,led,ORG,1,-1,1,none
the Roy E. Disney family company,appos,NOUN,Inc,PROPN,pobj,led,nonent,1,-1,1,none
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,5,4,0,none
the sale,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,7,0,none
the holding company,appos,NOUN,Finanziaria,PROPN,pobj,holding,nonent,1,18,0,none
the Ferruzzi group,pobj,NOUN,for,ADP,prep,holding,nonent,1,22,0,none
Ravenna,pobj,PROPN,of,ADP,prep,holding,GPE,1,-1,0,none
Italy,appos,PROPN,Ravenna,PROPN,pobj,holding,GPE,1,-1,0,none
Cental Soya Co Inc,pobj,PROPN,of,ADP,prep,completed,ORG,1,10,0,acquired
Ferruzzi Agricola Finanziaria,pobj,PROPN,to,ADP,prep,holding,ORG,1,15,0,purchaser
Shamrock Capital LP,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
completed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,6,0,status
